entry_month,PERMNO,weight
2023-04-01,52708,1.0918254690107931e-18
2023-04-01,54148,5.081350650578548e-18
2023-04-01,57665,0.0
2023-04-01,60628,0.07700027505879994
2023-04-01,60871,0.03154710192230515
2023-04-01,61241,2.9688504801263227e-18
2023-04-01,65402,0.1
2023-04-01,73139,0.1
2023-04-01,75154,0.0
2023-04-01,75650,3.762520351703602e-18
2023-04-01,76709,0.05038643759970664
2023-04-01,77661,2.718975760686304e-19
2023-04-01,79094,0.0
2023-04-01,79145,0.0
2023-04-01,79637,0.06646849501194133
2023-04-01,79686,0.0
2023-04-01,81774,4.773030657777982e-19
2023-04-01,82276,0.1
2023-04-01,84262,0.0
2023-04-01,85059,0.0
2023-04-01,85663,8.021402010498224e-19
2023-04-01,86580,1.4175096372300716e-18
2023-04-01,86783,0.003369955255011464
2023-04-01,88661,2.55465136891897e-18
2023-04-01,88860,0.0
2023-04-01,89031,8.372920683608759e-19
2023-04-01,89393,0.0
2023-04-01,89533,2.7829267482040038e-18
2023-04-01,89731,2.346704780368039e-18
2023-04-01,90505,0.0
2023-04-01,90664,5.878408653944844e-19
2023-04-01,90720,8.571973426213519e-19
2023-04-01,91611,0.06414048817810382
2023-04-01,91907,0.0
2023-04-01,93002,0.015605371233977317
2023-05-01,10107,0.03769034298388792
2023-05-01,11403,8.739789775605834e-19
2023-05-01,11533,0.0
2023-05-01,12060,0.023827806038130762
2023-05-01,12622,0.017990007342170176
2023-05-01,13407,4.481925725058634e-19
2023-05-01,13586,1.831051459171957e-18
2023-05-01,14714,2.089950897105174e-18
2023-05-01,16431,0.09999999999999999
2023-05-01,19561,0.0
2023-05-01,20189,0.0
2023-05-01,23393,0.09999999999999999
2023-05-01,48486,2.7016039449522852e-18
2023-05-01,52708,4.2171873511859525e-18
2023-05-01,54148,1.0143268117648887e-18
2023-05-01,57665,4.0091634343713274e-18
2023-05-01,60628,0.04410196792576494
2023-05-01,61241,1.3016077771788608e-18
2023-05-01,62498,0.02775258002091756
2023-05-01,65541,0.0021602926832620852
2023-05-01,65947,0.09999999999999999
2023-05-01,73139,0.036470419732548505
2023-05-01,75650,0.0
2023-05-01,76709,2.567954227009512e-19
