entry_month,formation_month,PERMNO,Ticker,formation_ret,decile
2021-01-01,2020-12-01,81055,COF,0.5837610350998959,10.0
2021-01-01,2020-12-01,16309,TTD,0.9704782999178565,10.0
2021-01-01,2020-12-01,12431,TT,0.644825202590664,10.0
2021-01-01,2020-12-01,16692,IR,0.6201991587957032,10.0
2021-01-01,2020-12-01,90386,MOS,0.8485398108194209,10.0
2021-01-01,2020-12-01,12060,GE,0.5853115508924693,10.0
2021-01-01,2020-12-01,76712,AES,0.6490793884784731,10.0
2021-01-01,2020-12-01,93246,GNRC,0.8650856821161752,10.0
2021-01-01,2020-12-01,88860,ALGN,0.9471665611072386,10.0
2021-01-01,2020-12-01,15826,SQ,1.073948456713301,10.0
2021-01-01,2020-12-01,91611,FSLR,0.9983849358340302,10.0
2021-02-01,2021-01-01,85663,URI,0.5640712258965472,10.0
2021-02-01,2021-01-01,75186,SCHW,0.5694876853861619,10.0
2021-02-01,2021-01-01,12369,GM,1.0361604162551523,10.0
2021-02-01,2021-01-01,91611,FSLR,0.6649885545745697,10.0
2021-02-01,2021-01-01,11891,MGM,0.775354218313826,10.0
2021-02-01,2021-01-01,14702,AMAT,0.5122755529112297,10.0
2021-02-01,2021-01-01,87137,DVN,0.6340116929472595,10.0
2021-02-01,2021-01-01,89031,AXON,0.974740218156309,10.0
2021-02-01,2021-01-01,19583,IVZ,1.1026984106795399,10.0
2021-02-01,2021-01-01,89138,BG,0.5356696155435852,10.0
2021-02-01,2021-01-01,25232,OKE,0.5076790974229435,10.0
2021-02-01,2021-01-01,91926,DAL,0.5202244298135463,10.0
2021-02-01,2021-01-01,18224,CTRA,1.856422492517018,10.0
2021-02-01,2021-01-01,12060,GE,0.7639825483337983,10.0
2021-02-01,2021-01-01,16655,CVNA,0.6856407149671229,10.0
2021-02-01,2021-01-01,82598,NTAP,0.5264852688451449,10.0
2021-02-01,2021-01-01,18312,MRNA,1.336845554790791,10.0
2021-02-01,2021-01-01,12476,TRGP,0.5121208659200145,10.0
2021-02-01,2021-01-01,18576,UBER,0.6830776523649407,10.0
2021-02-01,2021-01-01,76712,AES,0.6230847895421203,10.0
2021-02-01,2021-01-01,25785,F,0.5930418287711312,10.0
2021-02-01,2021-01-01,75912,PTC,0.5534121720852583,10.0
2021-02-01,2021-01-01,88860,ALGN,0.7881019840756036,10.0
2021-02-01,2021-01-01,85792,PWR,0.7662088253574713,10.0
2021-02-01,2021-01-01,24643,HWM,0.6630591151879794,10.0
2021-02-01,2021-01-01,13760,NCLH,0.6605558112746956,10.0
2021-02-01,2021-01-01,13963,NWSA,0.5351111185529034,10.0
2021-02-01,2021-01-01,53613,MU,0.5636797746167777,10.0
2021-02-01,2021-01-01,35044,RF,0.6027031118068988,10.0
2021-02-01,2021-01-01,19350,DE,0.6483702254754093,10.0
2021-02-01,2021-01-01,89641,STX,0.4976930993326927,10.0
2021-02-01,2021-01-01,81655,DRI,0.5491326961072638,10.0
2021-02-01,2021-01-01,90720,BLDR,0.6146042707355186,10.0
2021-02-01,2021-01-01,93436,TSLA,1.773107588600149,10.0
2021-02-01,2021-01-01,16309,TTD,0.697220496844019,10.0
2021-02-01,2021-01-01,77129,KIM,0.5090823017402271,10.0
2021-02-01,2021-01-01,81055,COF,0.6387582189020633,10.0
2021-02-01,2021-01-01,13103,APTV,0.7183277458787429,10.0
2021-02-01,2021-01-01,93246,GNRC,0.5637769780173143,10.0
2021-02-01,2021-01-01,90808,EXPE,0.5319096335519733,10.0
2021-02-01,2021-01-01,15826,SQ,0.6631508732007714,10.0
2021-02-01,2021-01-01,80191,ALB,0.9855449046161342,10.0
2021-02-01,2021-01-01,18726,CRWD,0.9063607597126913,10.0
2021-02-01,2021-01-01,80100,SPG,0.5417039935421593,10.0
2021-02-01,2021-01-01,90386,MOS,0.9368963669612831,10.0
2021-02-01,2021-01-01,81774,FCX,1.082815999946121,10.0
2021-02-01,2021-01-01,88182,ON,0.6742716743162278,10.0
2021-02-01,2021-01-01,88661,TPR,1.3667690330539735,10.0
2021-02-01,2021-01-01,14776,SYF,0.5339310878757444,10.0
2021-03-01,2021-02-01,87137,DVN,1.0192183230150649,10.0
2021-03-01,2021-02-01,93246,GNRC,0.7347079539880674,10.0
2021-03-01,2021-02-01,12060,GE,0.9829872032176439,10.0
2021-03-01,2021-02-01,13103,APTV,0.7398973430167437,10.0
2021-03-01,2021-02-01,90386,MOS,0.6208024501211462,10.0
2021-03-01,2021-02-01,42906,HBAN,0.6750206130888314,10.0
2021-03-01,2021-02-01,89138,BG,0.7036372995087763,10.0
2021-03-01,2021-02-01,34746,FITB,0.7174805514876383,10.0
2021-03-01,2021-02-01,16309,TTD,0.6733638847667818,10.0
2021-03-01,2021-02-01,24643,HWM,0.6044529156725917,10.0
2021-03-01,2021-02-01,81055,COF,0.7491847300032783,10.0
2021-03-01,2021-02-01,75186,SCHW,0.7497284938163253,10.0
2021-03-01,2021-02-01,53613,MU,1.011206577159816,10.0
2021-03-01,2021-02-01,88860,ALGN,0.909589711123626,10.0
2021-03-01,2021-02-01,79686,DECK,0.5995974656568552,10.0
2021-03-01,2021-02-01,85072,RL,0.7010020811084905,10.0
2021-03-01,2021-02-01,12369,GM,0.7323675905456992,10.0
2021-03-01,2021-02-01,88182,ON,0.8844168745044125,10.0
2021-03-01,2021-02-01,18224,AMR,2.6231872089259602,10.0
2021-03-01,2021-02-01,85663,URI,0.6796370684380313,10.0
2021-03-01,2021-02-01,80100,SPG,0.7214815276665081,10.0
2021-03-01,2021-02-01,85792,PWR,0.6390077168287644,10.0
2021-03-01,2021-02-01,18726,CRWD,0.7179678164967378,10.0
2021-03-01,2021-02-01,34833,OXY,1.0918294885989077,10.0
2021-03-01,2021-02-01,88661,TPR,1.860831491794043,10.0
2021-03-01,2021-02-01,75154,CCL,0.6231808472875484,10.0
2021-03-01,2021-02-01,66384,WDC,0.7837059256490146,10.0
2021-03-01,2021-02-01,80191,ALB,0.738735006017984,10.0
2021-03-01,2021-02-01,48486,LRCX,0.6971532762457071,10.0
2021-03-01,2021-02-01,80204,MLM,0.6669011281625081,10.0
2021-03-01,2021-02-01,18312,MRNA,1.3857328113609158,10.0
2021-03-01,2021-02-01,90808,EXPE,0.6403463380447749,10.0
2021-03-01,2021-02-01,89031,AXON,0.9314910746877643,10.0
2021-03-01,2021-02-01,64995,KEY,0.6543006979516652,10.0
2021-03-01,2021-02-01,14702,AMAT,0.9276881295526289,10.0
2021-03-01,2021-02-01,90199,CBRE,0.6110987841479127,10.0
2021-03-01,2021-02-01,25785,F,0.7155434829542635,10.0
2021-03-01,2021-02-01,76795,ZBRA,0.7430294301017193,10.0
2021-03-01,2021-02-01,35044,RF,0.8260803181802514,10.0
2021-03-01,2021-02-01,19583,IVZ,1.2366758062038583,10.0
2021-03-01,2021-02-01,14889,CFG,0.7212106906776174,10.0
2021-03-01,2021-02-01,13641,FANG,0.7980077322858172,10.0
2021-03-01,2021-02-01,13760,NCLH,0.7276426372397826,10.0
2021-03-01,2021-02-01,12476,TRGP,0.8363836703252086,10.0
2021-03-01,2021-02-01,11891,MGM,0.6798757846444681,10.0
2021-03-01,2021-02-01,19350,DE,0.6724989795816647,10.0
2021-03-01,2021-02-01,81774,FCX,1.1723240402681219,10.0
2021-03-01,2021-02-01,75034,BKR,0.7479445309169399,10.0
2021-03-01,2021-02-01,25232,OKE,0.702737041636468,10.0
2021-04-01,2021-03-01,85072,RL,0.8119757562548588,10.0
2021-04-01,2021-03-01,12369,GM,0.9418736547453443,10.0
2021-04-01,2021-03-01,18312,MRNA,0.8508861518294626,10.0
2021-04-01,2021-03-01,13641,FANG,1.4802939205037773,10.0
2021-04-01,2021-03-01,88182,ON,0.9183948022348818,10.0
2021-04-01,2021-03-01,75825,EOG,1.0502395997520688,10.0
2021-04-01,2021-03-01,90386,MOS,0.7369792584038257,10.0
2021-04-01,2021-03-01,88661,TPR,1.6365995679970222,10.0
2021-04-01,2021-03-01,39490,APA,0.8982196641800266,10.0
2021-04-01,2021-03-01,15707,HPE,0.7101902309355006,10.0
2021-04-01,2021-03-01,25785,F,0.8393403921441627,10.0
2021-04-01,2021-03-01,34817,NUE,0.8121186062827332,10.0
2021-04-01,2021-03-01,66384,WDC,0.8262657823610673,10.0
2021-04-01,2021-03-01,75154,CCL,0.7483543107296264,10.0
2021-04-01,2021-03-01,87137,DVN,1.3538217302702438,10.0
2021-04-01,2021-03-01,80100,SPG,0.8194454290142275,10.0
2021-04-01,2021-03-01,34833,OXY,1.6616410251894078,10.0
2021-04-01,2021-03-01,14889,CFG,0.7901687466419691,10.0
2021-04-01,2021-03-01,85663,URI,0.8871621769478713,10.0
2021-04-01,2021-03-01,18224,AMR,0.7254092095290456,10.0
2021-04-01,2021-03-01,81774,FCX,1.1054971100588404,10.0
2021-04-01,2021-03-01,48486,LRCX,0.8030773061052556,10.0
2021-04-01,2021-03-01,35044,RF,0.8230146093894544,10.0
2021-04-01,2021-03-01,84262,STLD,0.7941299413610465,10.0
2021-04-01,2021-03-01,70519,C,0.7233465149271809,10.0
2021-04-01,2021-03-01,12872,MPC,0.8699878314306622,10.0
2021-04-01,2021-03-01,81055,COF,0.7787193204000495,10.0
2021-04-01,2021-03-01,24643,HWM,0.9216522103729798,10.0
2021-04-01,2021-03-01,19583,IVZ,1.2491945700300864,10.0
2021-04-01,2021-03-01,82775,HIG,0.8379169120618086,10.0
2021-04-01,2021-03-01,75186,SCHW,0.8121159644481117,10.0
2021-04-01,2021-03-01,11891,MGM,0.7469268720042055,10.0
2021-04-01,2021-03-01,89533,WYNN,0.7458591948904092,10.0
2021-04-01,2021-03-01,13963,NWSA,0.8206860154353715,10.0
2021-04-01,2021-03-01,53613,MU,0.8784081307395812,10.0
2021-04-01,2021-03-01,19788,PLTR,1.4515779979612264,10.0
2021-04-01,2021-03-01,90808,EXPE,0.877194999390752,10.0
2021-04-01,2021-03-01,83011,WSM,1.0005083255235787,10.0
2021-04-01,2021-03-01,25232,OKE,1.0600828172282366,10.0
2021-04-01,2021-03-01,34746,FITB,0.809453784812163,10.0
2021-04-01,2021-03-01,76795,ZBRA,0.9218103532343052,10.0
2021-04-01,2021-03-01,14277,SLB,0.7659899627536375,10.0
2021-04-01,2021-03-01,12060,GE,1.1110437185050142,10.0
2021-04-01,2021-03-01,89138,BG,0.7603932371905888,10.0
2021-04-01,2021-03-01,23819,HAL,0.7890692730822142,10.0
2021-04-01,2021-03-01,14702,AMAT,1.2578309651238055,10.0
2021-04-01,2021-03-01,46886,KLAC,0.7166172894035767,10.0
2021-04-01,2021-03-01,12476,TRGP,1.2854600735554538,10.0
2021-04-01,2021-03-01,42906,HBAN,0.7512882115786077,10.0
2021-05-01,2021-04-01,15707,HPE,0.8876780244852058,10.0
2021-05-01,2021-04-01,93436,TSLA,0.8282649376588982,10.0
2021-05-01,2021-04-01,13963,NWSA,1.0025837306426388,10.0
2021-05-01,2021-04-01,87137,DVN,1.6681250978987339,10.0
2021-05-01,2021-04-01,86868,GS,0.8602097958777202,10.0
2021-05-01,2021-04-01,92108,BX,0.8127325545652115,10.0
2021-05-01,2021-04-01,13964,NWS,0.8745322637661763,10.0
2021-05-01,2021-04-01,13928,COP,0.8034073814248777,10.0
2021-05-01,2021-04-01,79782,REG,0.82914772010636,10.0
2021-05-01,2021-04-01,75825,EOG,1.1759159514893747,10.0
2021-05-01,2021-04-01,13356,PSX,0.7781869250884732,10.0
2021-05-01,2021-04-01,12872,MPC,0.9349485356865652,10.0
2021-05-01,2021-04-01,90808,EXPE,0.8718001409982215,10.0
2021-05-01,2021-04-01,18224,AMR,0.8744176219836297,10.0
2021-05-01,2021-04-01,19583,IVZ,1.09569820641766,10.0
2021-05-01,2021-04-01,11850,XOM,0.8270320085472573,10.0
2021-05-01,2021-04-01,83011,WSM,0.8864621057345521,10.0
2021-05-01,2021-04-01,38703,WFC,1.1160978377953912,10.0
2021-05-01,2021-04-01,89641,STX,0.9799718414976715,10.0
2021-05-01,2021-04-01,25232,OKE,0.8813297362656682,10.0
2021-05-01,2021-04-01,90386,MOS,0.9091180714669975,10.0
2021-05-01,2021-04-01,93132,FTNT,0.8504127898559171,10.0
2021-05-01,2021-04-01,13641,FANG,2.200416755866023,10.0
2021-05-01,2021-04-01,81774,FCX,1.1792306048988546,10.0
2021-05-01,2021-04-01,27828,HPQ,0.9271992513121807,10.0
2021-05-01,2021-04-01,30681,OMC,0.7775166783010607,10.0
2021-05-01,2021-04-01,11891,MGM,0.9798770537504213,10.0
2021-05-01,2021-04-01,14277,SLB,0.8298073855188011,10.0
2021-05-01,2021-04-01,14702,AMAT,1.2511206929186427,10.0
2021-05-01,2021-04-01,34833,OXY,1.780058032277716,10.0
2021-05-01,2021-04-01,77129,KIM,1.0872636285579298,10.0
2021-05-01,2021-04-01,39490,APA,1.416777526335153,10.0
2021-05-01,2021-04-01,88661,TPR,1.1524992248210495,10.0
2021-05-01,2021-04-01,81055,COF,1.0493968512643574,10.0
2021-05-01,2021-04-01,85663,URI,0.7945475873429797,10.0
2021-05-01,2021-04-01,80100,SPG,0.9907310666038551,10.0
2021-05-01,2021-04-01,75154,CCL,1.0393885701246335,10.0
2021-05-01,2021-04-01,66384,WDC,0.8719841259849452,10.0
2021-05-01,2021-04-01,80191,ALB,0.8134921903154038,10.0
2021-05-01,2021-04-01,48486,LRCX,0.8226881748618824,10.0
2021-05-01,2021-04-01,85269,VLO,0.979588534979335,10.0
2021-05-01,2021-04-01,24643,HWM,0.8527542902803014,10.0
2021-05-01,2021-04-01,18312,MRNA,1.650365171979037,10.0
2021-05-01,2021-04-01,85072,RL,0.9938675232303673,10.0
2021-05-01,2021-04-01,85059,FIX,0.8052899344012974,10.0
2021-05-01,2021-04-01,12476,TRGP,1.1754977096952333,10.0
2021-05-01,2021-04-01,23579,TXT,0.7958336738966463,10.0
2021-05-01,2021-04-01,90829,CF,0.7904499744246305,10.0
2021-05-01,2021-04-01,19788,PLTR,1.2744315566221558,10.0
2021-05-01,2021-04-01,13760,NCLH,0.8671065329581285,10.0
2021-06-01,2021-05-01,75607,NLOK,0.5265494506998063,10.0
2021-06-01,2021-05-01,13641,FANG,1.0246595820764126,10.0
2021-06-01,2021-05-01,88661,TPR,0.5851008927901791,10.0
2021-06-01,2021-05-01,19583,IVZ,0.7805360609950487,10.0
2021-06-01,2021-05-01,75825,EOG,0.7338288047653574,10.0
2021-06-01,2021-05-01,14277,SLB,0.5229823730242755,10.0
2021-06-01,2021-05-01,75186,SCHW,0.5226941635072959,10.0
2021-06-01,2021-05-01,13963,NWSA,0.5349526831198903,10.0
2021-06-01,2021-05-01,87137,DVN,0.9347448980992512,10.0
2021-06-01,2021-05-01,24643,HWM,0.5123624575758774,10.0
2021-06-01,2021-05-01,34833,OXY,0.6486324549935345,10.0
2021-06-01,2021-05-01,12476,TRGP,0.6644264536744116,10.0
2021-06-01,2021-05-01,81055,COF,0.8884262460066288,10.0
2021-06-01,2021-05-01,93246,GNRC,0.5246744339562688,10.0
2021-06-01,2021-05-01,39490,APA,0.6184347753839372,10.0
2021-06-01,2021-05-01,83143,IRM,0.643847679527171,10.0
2021-06-01,2021-05-01,64995,KEY,0.5156631550659774,10.0
2021-06-01,2021-05-01,83011,WSM,0.5606559883530096,10.0
2021-06-01,2021-05-01,82775,HIG,0.4966878746730234,10.0
2021-06-01,2021-05-01,38703,WFC,0.7171320537628385,10.0
2021-06-01,2021-05-01,25232,OKE,0.5326311391411012,10.0
2021-06-01,2021-05-01,89641,STX,0.673255073600286,10.0
2021-06-01,2021-05-01,11850,XOM,0.579683393802521,10.0
2021-06-01,2021-05-01,37584,BEN,0.5883072353757803,10.0
2021-06-01,2021-05-01,25785,F,0.6002216266522666,10.0
2021-06-01,2021-05-01,35044,RF,0.559736902692026,10.0
2021-06-01,2021-05-01,11891,MGM,0.517749228124943,10.0
2021-06-01,2021-05-01,34746,FITB,0.6913375352565092,10.0
2021-06-01,2021-05-01,34817,NUE,0.9337981955237455,10.0
2021-06-01,2021-05-01,77129,KIM,0.5049490404998,10.0
2021-06-01,2021-05-01,81774,FCX,0.8301928574185387,10.0
2021-06-01,2021-05-01,90386,MOS,0.652206803553069,10.0
2021-06-01,2021-05-01,59408,BAC,0.5221696892232868,10.0
2021-06-01,2021-05-01,23579,TXT,0.5193831398904081,10.0
2021-06-01,2021-05-01,84262,STLD,0.7446906940945754,10.0
2021-06-01,2021-05-01,14702,AMAT,0.6806486458406438,10.0
2021-06-01,2021-05-01,80100,SPG,0.598287799576124,10.0
2021-06-01,2021-05-01,18224,AMR,1.6837821218928384,10.0
2021-06-01,2021-05-01,66384,WDC,0.6762471653244484,10.0
2021-06-01,2021-05-01,12872,MPC,0.622873509548507,10.0
2021-06-01,2021-05-01,79698,IT,0.52526450027567,10.0
2021-06-01,2021-05-01,85269,VLO,0.5360796569702708,10.0
2021-06-01,2021-05-01,14889,CFG,0.5565745906527406,10.0
2021-06-01,2021-05-01,85059,FIX,0.6500236884869521,10.0
2021-06-01,2021-05-01,92108,BX,0.5918752655027069,10.0
2021-06-01,2021-05-01,93132,FTNT,0.7734324808449324,10.0
2021-06-01,2021-05-01,86868,GS,0.6337164249801106,10.0
2021-06-01,2021-05-01,14776,SYF,0.5730451704473429,10.0
2021-06-01,2021-05-01,23473,CINF,0.6154324214861753,10.0
2021-06-01,2021-05-01,89138,BG,0.49217818417467546,10.0
2021-07-01,2021-06-01,13963,NWSA,0.4394721223591341,10.0
2021-07-01,2021-06-01,14776,SYF,0.4132209431244324,10.0
2021-07-01,2021-06-01,75825,EOG,0.6927657250804051,10.0
2021-07-01,2021-06-01,81774,FCX,0.42915618121081145,10.0
2021-07-01,2021-06-01,11850,XOM,0.5791763351879387,10.0
2021-07-01,2021-06-01,13928,COP,0.5491663027841758,10.0
2021-07-01,2021-06-01,80100,SPG,0.5474167305600293,10.0
2021-07-01,2021-06-01,93132,FTNT,0.603650076171552,10.0
2021-07-01,2021-06-01,38703,WFC,0.508486456724601,10.0
2021-07-01,2021-06-01,13641,FANG,0.960115786005262,10.0
2021-07-01,2021-06-01,79782,REG,0.43212284495691183,10.0
2021-07-01,2021-06-01,75694,TECH,0.42019799259941826,10.0
2021-07-01,2021-06-01,39490,APA,0.5288297317269952,10.0
2021-07-01,2021-06-01,81055,COF,0.5740926460128999,10.0
2021-07-01,2021-06-01,88281,CRL,0.4805092188005201,10.0
2021-07-01,2021-06-01,14702,AMAT,0.6559106897446803,10.0
2021-07-01,2021-06-01,45356,JCI,0.48588893622769347,10.0
2021-07-01,2021-06-01,12476,TRGP,0.6960038403847975,10.0
2021-07-01,2021-06-01,90305,EXR,0.43359022365901795,10.0
2021-07-01,2021-06-01,79698,IT,0.5119552945538386,10.0
2021-07-01,2021-06-01,89641,STX,0.43865637137728297,10.0
2021-07-01,2021-06-01,20391,TPL,0.8474204229946387,10.0
2021-07-01,2021-06-01,24328,EQT,0.7513781296473985,10.0
2021-07-01,2021-06-01,14277,SLB,0.4787601370820774,10.0
2021-07-01,2021-06-01,23579,TXT,0.4238761413277513,10.0
2021-07-01,2021-06-01,89244,WW,0.4811494423980077,10.0
2021-07-01,2021-06-01,92108,BX,0.5332321024336348,10.0
2021-07-01,2021-06-01,18312,MRNA,1.249260353342426,10.0
2021-07-01,2021-06-01,85059,FIX,0.5006174964610712,10.0
2021-07-01,2021-06-01,84262,STLD,0.6318762665269102,10.0
2021-07-01,2021-06-01,85269,VLO,0.41791788637371213,10.0
2021-07-01,2021-06-01,12872,MPC,0.49149804949518877,10.0
2021-07-01,2021-06-01,87137,DVN,0.8908387853883744,10.0
2021-07-01,2021-06-01,89031,AXON,0.442912642093469,10.0
2021-07-01,2021-06-01,86580,NVDA,0.5330158401308638,10.0
2021-07-01,2021-06-01,86868,GS,0.4495015036437074,10.0
2021-07-01,2021-06-01,14542,GOOG,0.430646056502383,10.0
2021-07-01,2021-06-01,18224,AMR,1.2541774392313707,10.0
2021-07-01,2021-06-01,19583,IVZ,0.5533502061767219,10.0
2021-07-01,2021-06-01,13210,EPAM,0.42586865112142913,10.0
2021-07-01,2021-06-01,11990,KKR,0.47109021917819105,10.0
2021-07-01,2021-06-01,25232,OKE,0.5111623426613265,10.0
2021-07-01,2021-06-01,34833,OXY,0.8077367529063244,10.0
2021-07-01,2021-06-01,34817,NUE,0.8203778158269632,10.0
2021-07-01,2021-06-01,25785,F,0.6905589313874452,10.0
2021-07-01,2021-06-01,83143,IRM,0.4792815052465188,10.0
2021-07-01,2021-06-01,93246,GNRC,0.825557021249,10.0
2021-07-01,2021-06-01,83011,WSM,0.5797217050486081,10.0
2021-07-01,2021-06-01,76841,BIIB,0.4141550441376396,10.0
2021-07-01,2021-06-01,12369,GM,0.4209905168502099,10.0
2021-08-01,2021-07-01,87137,DVN,0.6077377500648609,10.0
2021-08-01,2021-07-01,88281,CRL,0.5708165098351394,10.0
2021-08-01,2021-07-01,81055,COF,0.5600445501731919,10.0
2021-08-01,2021-07-01,86580,NVDA,0.5019334286796304,10.0
2021-08-01,2021-07-01,76605,AZO,0.4517289573401949,10.0
2021-08-01,2021-07-01,79094,JBL,0.4439658417536489,10.0
2021-08-01,2021-07-01,79452,CPT,0.4825153124729761,10.0
2021-08-01,2021-07-01,90199,CBRE,0.5818301011055333,10.0
2021-08-01,2021-07-01,79698,IT,0.7426776658330714,10.0
2021-08-01,2021-07-01,76795,ZBRA,0.42454016350350066,10.0
2021-08-01,2021-07-01,82651,WAT,0.4728147368411202,10.0
2021-08-01,2021-07-01,92402,MSCI,0.5128577464809907,10.0
2021-08-01,2021-07-01,90248,DPZ,0.42400052425485124,10.0
2021-08-01,2021-07-01,87717,EXPD,0.4392512018456722,10.0
2021-08-01,2021-07-01,80183,MAA,0.4729492144974259,10.0
2021-08-01,2021-07-01,92108,BX,0.7656017529251116,10.0
2021-08-01,2021-07-01,90305,EXR,0.5516219511682128,10.0
2021-08-01,2021-07-01,90319,GOOGL,0.4745480172121956,10.0
2021-08-01,2021-07-01,84262,STLD,0.8985540651586628,10.0
2021-08-01,2021-07-01,78975,INTU,0.47091979710462883,10.0
2021-08-01,2021-07-01,93246,GNRC,0.7018089755032662,10.0
2021-08-01,2021-07-01,93132,FTNT,0.8807601300604111,10.0
2021-08-01,2021-07-01,81774,FCX,0.421837691690666,10.0
2021-08-01,2021-07-01,10104,ORCL,0.45347699500159383,10.0
2021-08-01,2021-07-01,19285,CARR,0.4427603722653214,10.0
2021-08-01,2021-07-01,65947,WELL,0.4579889157980382,10.0
2021-08-01,2021-07-01,12622,HCA,0.5350319962130337,10.0
2021-08-01,2021-07-01,69032,MS,0.4479109211646076,10.0
2021-08-01,2021-07-01,59176,AXP,0.47504807992530734,10.0
2021-08-01,2021-07-01,13928,COP,0.4356918056285902,10.0
2021-08-01,2021-07-01,45356,JCI,0.44604347698008284,10.0
2021-08-01,2021-07-01,14702,AMAT,0.45248524287754394,10.0
2021-08-01,2021-07-01,38703,WFC,0.5454985095363034,10.0
2021-08-01,2021-07-01,18312,MRNA,1.0420445518261818,10.0
2021-08-01,2021-07-01,14617,ARES,0.6122851396707971,10.0
2021-08-01,2021-07-01,23579,TXT,0.5257651210823799,10.0
2021-08-01,2021-07-01,59300,UDR,0.4520202080412082,10.0
2021-08-01,2021-07-01,12476,TRGP,0.5501547317998026,10.0
2021-08-01,2021-07-01,25953,DOV,0.44508838471637235,10.0
2021-08-01,2021-07-01,12431,TT,0.43042081513634667,10.0
2021-08-01,2021-07-01,49154,TGT,0.4508157097647709,10.0
2021-08-01,2021-07-01,34817,NUE,1.154553203941803,10.0
2021-08-01,2021-07-01,13210,EPAM,0.6252948859849565,10.0
2021-08-01,2021-07-01,52476,EFX,0.4770724779002341,10.0
2021-08-01,2021-07-01,75825,EOG,0.4645039863221578,10.0
2021-08-01,2021-07-01,18224,AMR,1.457673840329945,10.0
2021-08-01,2021-07-01,20391,TPL,0.8008019841778733,10.0
2021-08-01,2021-07-01,75694,TECH,0.4866137288287212,10.0
2021-08-01,2021-07-01,14542,GOOG,0.47320354052685143,10.0
2021-08-01,2021-07-01,11990,KKR,0.6459359300656022,10.0
2021-09-01,2021-08-01,23579,TXT,0.44454937787177684,10.0
2021-09-01,2021-08-01,92402,MSCI,0.5360195737947457,10.0
2021-09-01,2021-08-01,11990,KKR,0.417856952474273,10.0
2021-09-01,2021-08-01,12622,HCA,0.4777395572133298,10.0
2021-09-01,2021-08-01,92108,BX,0.8440789531906205,10.0
2021-09-01,2021-08-01,42200,PKI,0.46705150670923085,10.0
2021-09-01,2021-08-01,84262,STLD,0.6385850422762818,10.0
2021-09-01,2021-08-01,19285,CARR,0.5852419892891934,10.0
2021-09-01,2021-08-01,18911,DDOG,0.4442931000994182,10.0
2021-09-01,2021-08-01,87432,A,0.44147586011130086,10.0
2021-09-01,2021-08-01,52476,EFX,0.6846240686998575,10.0
2021-09-01,2021-08-01,49680,DHR,0.47824413267639115,10.0
2021-09-01,2021-08-01,62498,WST,0.6107853254535565,10.0
2021-09-01,2021-08-01,13210,EPAM,0.6937726746117767,10.0
2021-09-01,2021-08-01,12476,TRGP,0.4306958536485415,10.0
2021-09-01,2021-08-01,76614,REGN,0.494549222984939,10.0
2021-09-01,2021-08-01,16678,KR,0.4431188769996763,10.0
2021-09-01,2021-08-01,18224,AMR,1.6073358914934492,10.0
2021-09-01,2021-08-01,80183,MAA,0.44581710435516825,10.0
2021-09-01,2021-08-01,16581,INVH,0.4260748768819389,10.0
2021-09-01,2021-08-01,19286,OTIS,0.45585212172129963,10.0
2021-09-01,2021-08-01,80191,ALB,0.5130327930687113,10.0
2021-09-01,2021-08-01,10138,TROW,0.41858183974195246,10.0
2021-09-01,2021-08-01,81736,RMD,0.5123788275262675,10.0
2021-09-01,2021-08-01,88352,ISRG,0.42991307672082574,10.0
2021-09-01,2021-08-01,79452,CPT,0.4603730918325564,10.0
2021-09-01,2021-08-01,88281,CRL,0.5512000396514614,10.0
2021-09-01,2021-08-01,34817,NUE,0.9835798459240532,10.0
2021-09-01,2021-08-01,90601,NDAQ,0.4250917413466902,10.0
2021-09-01,2021-08-01,82515,POOL,0.4841866063819712,10.0
2021-09-01,2021-08-01,88837,GRMN,0.4198351446309037,10.0
2021-09-01,2021-08-01,14542,GOOG,0.42829542094117895,10.0
2021-09-01,2021-08-01,86996,SBAC,0.41547831931197127,10.0
2021-09-01,2021-08-01,93132,FTNT,0.8663911454971829,10.0
2021-09-01,2021-08-01,25953,DOV,0.4232678195824967,10.0
2021-09-01,2021-08-01,82598,NTAP,0.4386236253531906,10.0
2021-09-01,2021-08-01,79094,JBL,0.4351628564914685,10.0
2021-09-01,2021-08-01,90248,DPZ,0.4987206548243369,10.0
2021-09-01,2021-08-01,90305,EXR,0.5076099853632501,10.0
2021-09-01,2021-08-01,18312,MRNA,1.4332432852406707,10.0
2021-09-01,2021-08-01,83143,IRM,0.41433226251343463,10.0
2021-09-01,2021-08-01,79698,IT,0.7244198076770272,10.0
2021-09-01,2021-08-01,90319,GOOGL,0.43129501739147014,10.0
2021-09-01,2021-08-01,13407,FB,0.4726335907943647,10.0
2021-09-01,2021-08-01,83011,WSM,0.4324749515603323,10.0
2021-09-01,2021-08-01,14617,ARES,0.5096987125361712,10.0
2021-09-01,2021-08-01,86580,NVDA,0.6334052740823726,10.0
2021-09-01,2021-08-01,82651,WAT,0.51168328669181,10.0
2021-09-01,2021-08-01,75510,ADBE,0.4438614749990258,10.0
2021-09-01,2021-08-01,78975,INTU,0.4547959975524658,10.0
2021-10-01,2021-09-01,18224,AMR,2.942205163181609,10.0
2021-10-01,2021-09-01,13511,PANW,0.48730063791251516,10.0
2021-10-01,2021-09-01,18312,MRNA,1.9389862093903303,10.0
